Framework,Lot,Supplier,Customer,For_Month,Product_Service_Description,Total_Charge
G-Cloud Services II,4,Sogeti UK Limited,Skills Funding Agency,2013-08-01l,Managed Testing Services,9000
G-Cloud Services II,4,Sogeti UK Limited,Skills Funding Agency,2013-08-01l,Managed Testing Services,9000
G-Cloud Services II,4,Sogeti UK Limited,Skills Funding Agency,2013-07-01l,Managed Testing Services,9900
G-Cloud Services II,4,Sogeti UK Limited,Skills Funding Agency,2013-07-01l,Managed Testing Services,11500
G-Cloud III,4,Parity Group PLC,Office for National Statistics,2013-09-01l,Design and Development,2982.88
G-Cloud III,4,Parity Group PLC,Office for National Statistics,2013-09-01l,Design and Development,6681.64
G-Cloud III,4,Parity Group PLC,Office for National Statistics,2013-09-01l,Design and Development,8948.52
G-Cloud III,4,Parity Group PLC,Office for National Statistics,2013-09-01l,Design and Development,4772.6
G-Cloud III,4,Parity Group PLC,Office for National Statistics,2013-09-01l,Project / Programme Management,5533.22
G-Cloud III,3,Proact IT UK Ltd,Registers of Scotland,2013-09-01l,Office Productivity,-648
G-Cloud III,4,Purple Tuesday Limited,ConstructionSkills,2013-09-01l,Spreadsheet development as specified,1350
G-Cloud III,4,Quo Imus Ltd,Home Office,2013-09-01l,GRO Service Penetration Test,2385
G-Cloud Services II,4,Solidsoft,Derbyshire Fire and Rescue Service,2013-02-01l,Middleware workshop expenses,750
G-Cloud Services II,4,Solidsoft,Derbyshire Fire and Rescue Service,2013-02-01l,Middleware workshop,3000
G-Cloud III,4,Quo Imus Ltd,Home Office,2013-09-01l,eForms Penetration Test,1590
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-06-01l,Gupta and Infrastructure Services,9600.4
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-06-01l,Gupta and Infrastructure Services,9097.41
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-06-01l,Gupta and Infrastructure Services,10707.48
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-08-01l,Gupta and Infrastructure Services - Aug,10197.6
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-08-01l,Gupta and Infrastructure Services - Aug,9097.41
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-08-01l,Gupta and Infrastructure Services - Aug,8904
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-08-01l,FA2 Specialist Cloud Services - Aug,12045
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-08-01l,FA2 Specialist Cloud Services - Aug,5370
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,GIS Practice Head - A Hendry,1752
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,Senior GIS Consultant - R Boyle,10265.65
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,Senior GIS Consultant - J Hewitt,12530
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,Senior GIS Consultant - R Boyle,7160
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,FA2 Specialist - A Hendry,13140
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-07-01l,Gupta and Infrastructure Services - A Croker,8854.25
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-07-01l,Gupta and Infrastructure Services - W Cheung,10197.6
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-07-01l,Gupta and Infrastructure Services - A Critchlow,8664.2
G-Cloud Services II,3,QINETIQ LTD,Environment Agency,2013-09-01l,Case Management in the Cloud,28704.1
G-Cloud Services II,3,QINETIQ LTD,Environment Agency,2013-09-01l,Expenses,1243.81
G-Cloud Services II,3,QINETIQ LTD,Environment Agency,2013-09-01l,Compute as a Service Dev & TEST,1874.88
G-Cloud Services II,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2013-09-01l,Compute,3527.01
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Bury Metropolitan Borough Council,2013-08-01l,INFORMATION ASSURANCE,10625
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-08-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L4,8450
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-08-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,9000
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-08-01l,STRATEGY  ARCHITECTURE L5,8130
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-08-01l,STRATEGY  ARCHITECTURE L6,9117
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,425
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,425
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,425
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,425
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,850
G-Cloud III,4,Quo Imus Ltd,Home Office,2013-09-01l,PREVENT Service Penetration Test,2385
G-Cloud III,4,Quo Imus Ltd,Home Office,2013-09-01l,e forms Penetration Test,1590
G-Cloud III,3,Rapide Communications Ltd,Foreign And Commonwealth Office,2013-09-01l,Campaign + 2 x integration SMS,5.18
G-Cloud III,3,Rapide Communications Ltd,Foreign And Commonwealth Office,2013-09-01l,Campaign + 2 x integration SMS,750
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,5689.55
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,7910
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,11865
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,414
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,152.55
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,MULTI TENNANT IL3 RAS,510
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L4,2600
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,3375
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,INFORMATION ASSURANCE,3400
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,4500
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L4,5200
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-03-01l,INFORMATION ASSURANCE,11900
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,HP PBK 6470B I3-3120M 14/4/320/DVD/W7+8P,1180
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC MANAGED VM PER MONTH IL2 - 99.9%,904
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,CV IS SERVICE DESK SUPPORT,150
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC GCF CONNECTIVITY 1MB SINGLE SITE,218
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC 100MHZ VCPU INCREMENT IL2 - 99.9%,135
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC WIN2008 MONTHLY STD LICENSE IL3,120
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC GCF CONNECTIVITY 1MB SINGLE SITE,210
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SQL SERVER 2K8 STANDARD IL3,316
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-04-01l,SOLUTION DEVELOPMENT & IMPLEMENTATION L5,7700
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC MANAGED VM PER MONTH IL0 - 99.9%,740
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,SMTC 100MHZ VCPU INCREMENT IL0 - 99.9%,135
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-05-01l,TMG 2K8 STANDARD IL3,78
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,Home Office,2013-05-01l,GCLOUD IAAS VPN TERMINATION,4120
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2012-12-01l,Storage Ð Tier 2 IL2Unmanaged Virtual Machine IL0NOC Set Up Resource,14700
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-01-01l,Storage Tier 2 IL0,409.23
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-01-01l,Unmanaged Virtual Machine IL0,5729.26
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,Unmanaged Virtual Machine IL0,-5729.26
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,Storage Tier 2 IL0,-409.23
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,SMTC TIER 2 100Gb STORAGE IL0 (DAY),27.82
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,SMTC UNMANAGED VIRTUAL MACHINE IL0 (DAY),389.9
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,SMTC TIER 2 100Gb STORAGE IL0 (MONTH),390
G-Cloudi,1,SPECIALIST COMPUTER CENTRE,Directgov,2013-02-01l,SMTC UNMANAGED VIRTUAL MACHINE IL0 (MONTH),5460
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,325
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,325
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,325
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,650
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,650
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-07-01l,INFORMATION ASSURANCE,325
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,Northumberland County Council,2013-08-01l,INFORMATION ASSURANCE,8500
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-08-01l,INFORMATION ASSURANCE,-2600
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-08-01l,INFORMATION ASSURANCE,325
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-08-01l,INFORMATION ASSURANCE,650
G-Cloud Services II,4,SPECIALIST COMPUTER CENTRE,The Royal Borough of Windsor and Maidenhead,2013-08-01l,INFORMATION ASSURANCE,650
G-Cloud Services II,1,SKYSCAPE CLOUD SERVICES LTD,House of Commons,2013-09-01l,Compute,280.16
G-Cloud Services II,3,SOFTCAT LTD,East Midlands Ambulance Service NHS Trust,2013-09-01l,Estimated Expenses,70.51
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01l,Gupta and Infrastructure Services - Sep,10462.45
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01l,Gupta and Infrastructure Services - Sep,9097.41
G-Cloud Services II,4,Sopra Group Ltd,Homes and Communities Agency,2013-09-01l,Gupta and Infrastructure Services - Sep,8226.05
G-Cloud Services II,4,Sopra Group Ltd,Department for Environment Food And Rural Affairs,2013-09-01l,FA2 Specialist Cloud Services - Sep,5913
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC MANAGED VM PER DAY IL3 - 99.9,977.04
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC REDHAT MONTHLY LICENSING /SUPP IL3,14
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC 100MHz vCPU INCREMENT IL3 - 99.9,124.2
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC 1GB MEMORY INCREMENT IL3 - 99.9%,478.4
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,CV SMTC HOSTING SERVICES,87.4
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC WIN2008 STD LICENSE IL3,105
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,CV SMTC HOSTING SERVICES,103.4
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SQLSVRSTDCORE LICSAPK MVL 2LIC CORE LIC,158
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,CV SMTC HOSTING SERVICES,920
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SMTC REDHAT MONTHLY LICENSING /SUPP IL3,14
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,CV SMTC HOSTING SERVICES,190
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,SQLSVRSTDCORE LICSAPK MVL 2LIC CORE LIC,158
G-Cloud Services II,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board,2013-09-01l,CV SMTC HOSTING SERVICES,2000
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,STRATEGY  ARCHITECTURE L5,1626
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L4,1950
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,750
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,3000
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,STRATEGY  ARCHITECTURE L6,1013
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,STRATEGY  ARCHITECTURE L5,8130
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,INFORMATION ASSURANCE,2550
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L4,1300
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Civil Aviation Authority,2013-07-01l,SOLUTION DEVELOPMENT  IMPLEMENTATION L5,5250
G-Cloud III,4,SPECIALIST COMPUTER CENTRE,Home Office,2013-07-01l,INFORMATION ASSURANCE,850
G-Cloud III,3,Spikes Cavell Analytic Ltd,North Eastern Universities Purchasing Consortium,2013-08-01l,Spikes Cavell Observatory Spend Analysis - Organsation Band C,35000
G-Cloud Services II,3,SQUIZ UK LTD,Cardiff University,2013-05-01l,Support Pack - 100 hours,35000
G-Cloud Services II,3,Squiz UK ltd,University of Hertfordshire,2013-03-01l,Squiz milestone 2,177020
G-Cloud Services II,3,SQUIZ UK LTD,HM Land Registry,2013-05-01l,Responsive Design quote,15750
G-Cloudi,3,Squiz UK ltd,HM Land Registry,2012-04-01l,Professional Services - 'Gold Pack'12 Months Squiz Private Cloud Hosting,24750
G-Cloudi,3,Squiz UK ltd,HM Land Registry,2012-07-01l,Standard SSL Certificate,200
G-Cloudi,3,Squiz UK ltd,University of Hertfordshire,2012-08-01l,Content Management,177020
G-Cloudi,3,Squiz UK ltd,HM Land Registry,2012-11-01l,HPI Report Finder,13150
G-Cloudi,2,Squiz UK ltd,Cardiff University,2012-12-01l,Content Management,17200
G-Cloud Services II,3,SQUIZ UK LTD,Creative Scotland,2013-07-01l,Hosting via Squiz Private Cloud for website,20000
G-Cloud Services II,3,SQUIZ UK LTD,Kent County Council,2013-08-01l,CMS Platform hosting and support - Payment 1,94750
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,418.1
G-Cloud III,4,SFW Ltd,Homes and Communities Agency,2013-09-01l,SFW Agile Development Services,593.4
G-Cloud III,4,Steria Ltd,Scottish Enterprise,2013-08-01l,SE Steria DOCHUB Project,39735.17
G-Cloud III,4,Steria Ltd,Ministry of Justice,2013-08-01l,Hyperian D0 Extention - July 2013 Call Off,43210
G-Cloud Services II,4,Steria Ltd,Home Office,2013-03-01l,Automated Freight targeting Capability Project,92313.33
G-Cloud Services II,4,Steria Ltd,Home Office,2013-04-01l,Website Hosting Management,3782
G-Cloud Services II,4,Steria Ltd,Home Office,2013-04-01l,Website Hosting Management,5995
G-Cloud Services II,4,Steria Ltd,Home Office,2013-04-01l,Website Hosting Management,42496.67
G-Cloud Services II,4,Steria Ltd,Home Office,2013-05-01l,Website Hosting Management,1540
G-Cloud Services II,4,Steria Ltd,Home Office,2013-05-01l,Website Hosting Management,62016.67
G-Cloud Services II,4,Steria Ltd,Independent Police Complaints Commission,2013-05-01l,Website Hosting Management,753
G-Cloud Services II,4,Steria Ltd,Home Office,2013-06-01l,Website Hosting Management,60183.5
G-Cloud Services II,4,Steria Ltd,Home Office,2013-06-01l,Website Hosting Management,11388.67
G-Cloud Services II,4,Steria Ltd,Home Office,2013-06-01l,Website Hosting Management,1540
G-Cloud Services II,4,Steria Ltd,Independent Police Complaints Commission,2013-06-01l,Website Hosting Management,1503
G-Cloudi,4,Steria Ltd,Department For Environment Food And Rural Affairs,2012-10-01l,Change Management Service Brief,80570
G-Cloudi,4,Steria Ltd,Department For Environment Food And Rural Affairs,2012-12-01l,DEFRA Network Open Working - Change Management Service Brief,75320
G-Cloudi,4,Steria Ltd,Department for Environment Food And Rural Affairs,2013-04-01l,DEFRA Network Open Working - Change Management Service Brief,16695
G-Cloudi,4,Steria Ltd,Department for Environment Food And Rural Affairs,2013-05-01l,DEFRA Network Open Working - Change Management Service Brief,23785
G-Cloud Services II,4,Steria Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,Website Hosting Management,3940
G-Cloud Services II,4,Steria Ltd,Department for Environment Food And Rural Affairs,2013-07-01l,Website Hosting Management,32405
G-Cloud Services II,4,Steria Ltd,Home Office,2013-07-01l,Website Hosting Management,1540
G-Cloud Services II,4,Steria Ltd,Home Office,2013-07-01l,Website Hosting Management,71207.33
G-Cloud Services II,4,Steria Ltd,Home Office,2013-07-01l,Website Hosting Management,-11388.67
G-Cloud Services II,4,Steria Ltd,Home Office,2013-07-01l,Website Hosting Management,1138.67
G-Cloud Services II,4,Steria Ltd,Home Office,2013-08-01l,Border Force Website Hosting Management,50630
