ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
5965,G-Cloud,3,Softcat,Cabinet Office,2014-01-01,AirWatch MCM - Secure Content Locker (SCL) - License (12 months),156,Central Government,Large
5966,G-Cloud,3,INOVEM LTD,Ministry of Justice,2014-01-01,an additonal 150 Kahootz (IL2) users for 9 months,4050,Central Government,SME
5967,G-Cloud,3,INOVEM LTD,Havant Borough Council,2014-01-01,an additonal 7 Kahootz (IL2)users for 9 months,210,Local Government,SME
5968,G-Cloud,3,GOVDELIVERY INC,Welsh Assembly Government Records Service,2014-01-01,Annual Hosting and Maintenance fee for GovDelivery G-Cloud Services,22940,Local Government,SME
5969,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,1280,Central Government,Large
5970,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5971,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,11743.74,Central Government,Large
5972,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,1280,Central Government,Large
5973,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,6400,Central Government,Large
5974,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5975,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5976,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,4330.16,Central Government,Large
5977,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5978,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,7585,Central Government,Large
5979,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5980,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,9840,Central Government,Large
5981,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5982,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,3840,Central Government,Large
5983,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,2560,Central Government,Large
5984,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,1280,Central Government,Large
5985,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD consultancy,1280,Central Government,Large
5986,G-Cloud,3,QINETIQ COMMERCE DECISIONS LTD,Defence Equipment and Support DEandS,2014-01-01,AWARD licence and hosting,13059,Central Government,Large
5987,G-Cloud,3,Blackthorn Technologies Ltd,Home Office,2014-01-01,Blackthorn Consultancy Services,6400,Central Government,SME
5988,G-Cloud,3,Blackthorn Technologies Ltd,Home Office,2014-01-01,Blackthorn Consultancy Services,194361.67,Central Government,SME
5989,G-Cloud,3,Blackthorn Technologies Ltd,Home Office,2014-01-01,Blackthorn Consultancy Services,25500,Central Government,SME
5990,G-Cloud,3,Box Inc.,NHS Cambridgeshire and Peterborough CCG,2014-01-01,Box Enterprise Accounts,199822,Health,Large
5991,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Call Recording Storage,445.5,Local Government,SME
5992,G-Cloud,3,Rapide Communications Ltd,Foreign And Commonwealth Office,2014-01-01,Campaign + 2 x integration,750,Central Government,SME
5993,G-Cloud,3,Rapide Communications Ltd,Foreign And Commonwealth Office,2014-01-01,Campaign + 2 x integration SMS,4.48,Central Government,SME
5994,G-Cloud,3,Fincore Limited,Home Office,2014-01-01,CBPM Collaboration Platform,49600,Central Government,SME
5995,G-Cloud,3,EQUINITI ICS LTD,Civil Aviation Authority,2014-01-01,CCN 6 - 9 Additional Licenses Dec 2013,315,Central Government,Large
5996,G-Cloud,3,Gandlake Limited,London Borough of Lambeth Council,2014-01-01,Citizens Account,13125,Local Government,SME
5997,G-Cloud,3,Gandlake Limited,Aylesbury Vale District Council,2014-01-01,Citizens Account,8125,Local Government,SME
5998,G-Cloud,3,Connect Internet Solutions,Charity Commission for England and Wales,2014-01-01,Cloud Open Source CMS (Umbraco),520,Central Government,SME
5999,G-Cloud,3,Connect Internet Solutions,Charity Commission for England and Wales,2014-01-01,Cloud Open Source CMS (Umbraco),123,Central Government,SME
6000,G-Cloud,3,FCO SERVICES,Home Office,2014-01-01,CMIS xRM licencesG-SPLA,825.05,Central Government,Large
6001,G-Cloud,3,System Associates Ltd,Public Health England,2014-01-01,Configuration/development,1575,Central Government,SME
6002,G-Cloud,3,System Associates Ltd,Public Health England,2014-01-01,Configuration/development,5075,Central Government,SME
6003,G-Cloud,3,System Associates Ltd,Charity Commission for England and Wales,2014-01-01,Configuration/development,12480,Central Government,SME
6004,G-Cloud,3,IKEN BUSINESS LTD,Portsmouth City Council,2014-01-01,Consultancy - Court Bundling Training,750,Local Government,SME
6005,G-Cloud,3,IKEN BUSINESS LTD,Portsmouth City Council,2014-01-01,Consultancy - Iken MI Training,750,Local Government,SME
6006,G-Cloud,3,IKEN BUSINESS LTD,Wiltshire Council,2014-01-01,Consultancy - Project Management,500,Local Government,SME
6007,G-Cloud,3,IKEN BUSINESS LTD,Portsmouth City Council,2014-01-01,Consultancy - Superuser Training,750,Local Government,SME
6008,G-Cloud,3,IKEN BUSINESS LTD,Hampshire Constabulary,2014-01-01,Consultancy - Training,609.38,Police,SME
6009,G-Cloud,3,EQUINITI ICS LTD,Civil Aviation Authority,2014-01-01,CRM Additional Environment - UAT,320,Central Government,Large
6010,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,NHS Staffordshire and Lancashire CSU,2014-01-01,CRM Online Professional,212,Health,Large
6011,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,Scottish Enterprise,2014-01-01,CRMOL,1262.5,Devolved Administrations,Large
6012,G-Cloud,3,British Telecommunications Plc,Cabinet Office,2014-01-01,Cryptographic Services,2091.67,Central Government,Large
6013,G-Cloud,3,INOVEM LTD,Department For Communities And Local Government,2014-01-01,Customisation for FireLink project collaboration portal,1200,Central Government,SME
6014,G-Cloud,3,FIVIUM LTD,Department For Business Innovation And Skills,2014-01-01,eCase Correspondence Handling and Case Management IL3,22280,Central Government,SME
6015,G-Cloud,3,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Email,340,Central Government,Large
6016,G-Cloud,3,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Email,69.4399,Central Government,Large
6017,G-Cloud,3,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Email,11.7,Central Government,Large
6018,G-Cloud,3,247Time Limited,Heart of England NHS Foundation Trust,2014-01-01,Employment Services,2288,Health,SME
6019,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.005,23200,Central Government,SME
6020,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.006,30000,Central Government,SME
6021,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.007,10000,Central Government,SME
6022,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.008,30000,Central Government,SME
6023,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.009,23200,Central Government,SME
6024,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.010,10000,Central Government,SME
6025,G-Cloud,3,TLMNEXUS LTD,Defence Equipment and Support DEandS,2014-01-01,G Cloud Service id: 3.G2.295.001; 3.G2.295.002; and 3.G2.295.011,10000,Central Government,SME
6026,G-Cloud,3,GOSS Interactive Ltd,West Lothian Council,2014-01-01,Gcloud Hosting and Support,12075,Devolved Administrations,SME
6027,G-Cloud,3,SYMOLOGY LTD,North Yorkshire County Council,2014-01-01,Highways Management Information System,29791.66,Local Government,SME
6028,G-Cloud,3,INTECHNOLOGY PLC,Bridgewater Community Healthcare NHS Trust,2014-01-01,Hosted eHealth Service,7547,Health,SME
6029,G-Cloud,3,System Associates Ltd,Public Health England,2014-01-01,Hosting & support,2270,Central Government,SME
6030,G-Cloud,3,System Associates Ltd,Charity Commission for England and Wales,2014-01-01,Hosting & Support,2250,Central Government,SME
6031,G-Cloud,3,HTK Ltd,Department for Environment Food And Rural Affairs,2014-01-01,HTK HORIZON SOFTWARE,1530,Central Government,SME
6032,G-Cloud,3,HTK Ltd,Centre for Environment Fisheries and Aquaculture Science,2014-01-01,HTK HORIZON SOFTWARE,500,Central Government,SME
6033,G-Cloud,3,HTK Ltd,Rural Payments Agency,2014-01-01,HTK HORIZON SOFTWARE,570,Central Government,SME
6034,G-Cloud,3,HTK Ltd,Department for Environment Food And Rural Affairs,2014-01-01,HTK HORIZON TRANSACTIONS,51.71,Central Government,SME
6035,G-Cloud,3,HTK Ltd,Rural Payments Agency,2014-01-01,HTK HORIZON TRANSACTIONS,12.48,Central Government,SME
6036,G-Cloud,3,HTK Ltd,Centre for Environment Fisheries and Aquaculture Science,2014-01-01,HTK HORIZON TRANSACTIONS,190.72,Central Government,SME
6037,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,381.99,Devolved Administrations,SME
6038,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,574.93,Devolved Administrations,SME
6039,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,391.19,Devolved Administrations,SME
6040,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,252.93,Devolved Administrations,SME
6041,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,762.69,Devolved Administrations,SME
6042,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,Implementation Expenses,398.5,Devolved Administrations,SME
6043,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,East of England NHS Collaborative Procurement Hub,2014-01-01,Intune,222.6,Health,Large
6044,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,Catalyst Housing Group,2014-01-01,Lync Online (Plan 2),216,Local Government,Large
6045,G-Cloud,3,Affinitext (UK) Limited,Defence Equipment and Support DEandS,2014-01-01,Major Project Documents in Intelligent Document Format,9200,Central Government,SME
6046,G-Cloud,3,Stationery Office The,HM Passport Office,2014-01-01,Milestone 1,126150,Central Government,Large
6047,G-Cloud,3,GOVDELIVERY INC,Cabinet Office,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,21062.92,Central Government,SME
6048,G-Cloud,3,GOVDELIVERY INC,NHS Nottinghamshire County,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,1650,Health,SME
6049,G-Cloud,3,GOVDELIVERY INC,NHS Nottinghamshire County,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,1650,Health,SME
6050,G-Cloud,3,GOVDELIVERY INC,HM Revenue and Customs,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,3980,Central Government,SME
6051,G-Cloud,3,GOVDELIVERY INC,NHS Nottinghamshire County,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,1650,Health,SME
6052,G-Cloud,3,GOVDELIVERY INC,NHS Nottinghamshire County,2014-01-01,Monthly Hosting and Maintenance fee for GovDelivery G-Cloud Services,1650,Health,SME
6053,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,East Sussex Fire and Rescue Service,2014-01-01,O365 Plan E1,78,Fire and Rescue,Large
6054,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,UCL Partners,2014-01-01,O365 Plan E2,606.93,Health,Large
6055,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,East of England NHS Collaborative Procurement Hub,2014-01-01,Office 365 Suite E3,231.93,Health,Large
6056,G-Cloud,3,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Office Productivity,170,Central Government,Large
6057,G-Cloud,3,Automated Intelligence Limited,Department Of Energy And Climate Change,2014-01-01,Office Productivity Data Migration,147500,Central Government,SME
6058,G-Cloud,3,OBJECTIVE CORPORATION UK LTD,Department of The Environment NI,2014-01-01,one months software subscription,1600,Devolved Administrations,SME
6059,G-Cloud,3,LEARNING POOL,Scarborough Borough Council,2014-01-01,One Year Subscription to Standard Solution,6000,Local Government,SME
6060,G-Cloud,3,PROACTIS,Grwp Gwalia Cyf,2014-01-01,P2P Software Subscription,9750,Devolved Administrations,SME
6061,G-Cloud,3,Affinitext (UK) Limited,St Helens and Knowsley NHS Trust,2014-01-01,PFI Deal Books /Project Bibles in Intelligent Document Format,5785.5,Health,SME
6062,G-Cloud,3,Informed Solutions,Cabinet Office,2014-01-01,platform licence-Quarterly,6750,Central Government,SME
6063,G-Cloud,3,Tessella plc,Dorset County Council,2014-01-01,Preservica,4425,Local Government,SME
6064,G-Cloud,3,Tessella plc,Met Office,2014-01-01,Preservica,3300,Central Government,SME
6065,G-Cloud,3,Due North Limited,Northamptonshire County Council,2014-01-01,ProContract,12900,Local Government,SME
6066,G-Cloud,3,Newvoicemedia Ltd,Financial Conduct Authority,2014-01-01,Professional Services (Onsite) Weekdays,2000,Central Government,SME
6067,G-Cloud,3,Newvoicemedia Ltd,Financial Conduct Authority,2014-01-01,Professional Services (Onsite) Weekdays,5000,Central Government,SME
6068,G-Cloud,3,Newvoicemedia Ltd,Financial Conduct Authority,2014-01-01,Professional Services (Onsite) Weekdays Out of Hours / Wkends Half Day,1600,Central Government,SME
6069,G-Cloud,3,Newvoicemedia Ltd,Financial Conduct Authority,2014-01-01,Professional Services (Remote) Weekdays,750,Central Government,SME
6070,G-Cloud,3,Newvoicemedia Ltd,Financial Conduct Authority,2014-01-01,Professional Services (Remote) Weekdays,750,Central Government,SME
6071,G-Cloud,3,Swirrl IT Limited,Department For Communities And Local Government,2014-01-01,PublishMyData Saas Hosting fees,1040,Central Government,SME
6072,G-Cloud,3,Swirrl IT Limited,Department For Communities And Local Government,2014-01-01,PublishMyData Saas Hosting fees,1050,Central Government,SME
6073,G-Cloud,3,Swirrl IT Limited,Department For Communities And Local Government,2014-01-01,PublishMyData Saas Hosting fees,1030,Central Government,SME
6074,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Queue Capacity License,1304.1,Local Government,SME
6075,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,QueueSquash License,391.5,Local Government,SME
6076,G-Cloud,3,Meritec Limited,Bassetlaw District Council,2014-01-01,SAAS Customer Relations,37333.33,Local Government,SME
6077,G-Cloud,3,EQUINITI ICS LTD,Civil Aviation Authority,2014-01-01,Service Charge 01/01/14 - 31/01/14CRM licencing x 35,1545,Central Government,Large
6078,G-Cloud,3,SFW Ltd,Department for Environment Food And Rural Affairs,2014-01-01,SFW CRM for Stakeholders,2725,Central Government,SME
6079,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,Department for Environment Food And Rural Affairs,2014-01-01,SharePoint Online (Plan 2),255,Central Government,Large
6080,G-Cloud,3,Northgate Information Solutions Uk Ltd,Bristol City Council,2014-01-01,SOCIAL FUND SOFTWARE,1250,Local Government,Large
6081,G-Cloud,3,Northgate Information Solutions Uk Ltd,Bristol City Council,2014-01-01,SOCIAL FUND SOFTWARE,1250,Local Government,Large
6082,G-Cloud,3,The Technology Forge,Scottish Fire & Rescue Service,2014-01-01,Software charges from 27.12.2013 until 27.01.2014,3375,Fire and Rescue,SME
6083,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Supervisor License,819,Local Government,SME
6084,G-Cloud,3,Redweb Ltd,National Crime Agency,2014-01-01,Survey,2550,Central Government,SME
6085,G-Cloud,3,SQUIZ UK LTD,HM Land Registry,2014-01-01,Training discount pack,1000,Central Government,Large
6086,G-Cloud,3,SQUIZ UK LTD,Cardiff University,2014-01-01,Training discount pack,13500,Devolved Administrations,Large
6087,G-Cloud,3,Gandlake Limited,London Borough of Lambeth Council,2014-01-01,TransAct,4375,Local Government,SME
6088,G-Cloud,3,Gandlake Limited,Aylesbury Vale District Council,2014-01-01,TransAct,3375,Local Government,SME
6089,G-Cloud,3,LEARNING POOL,North Tyneside Metropolitan Borough Council,2014-01-01,Two Year Subscription to Essential Solution,22000,Local Government,SME
6090,G-Cloud,3,LEARNING POOL,Dorset County Council,2014-01-01,Two Year Subscription to Social care catalogue-year one payment,14000,Local Government,SME
6091,G-Cloud,3,TMI SYSTEMS LTD,NHS South West Commissioning Support Unit,2014-01-01,Verto project management,25000,Health,SME
6092,G-Cloud,3,Europa Technologies Limited,HM Land Registry,2014-01-01,viaEuropa Cloud Premium (1 year),14950,Central Government,SME
6093,G-Cloud,3,Nudge Digital Ltd,National Fraud Authority,2014-01-01,Web development,18300,Central Government,SME
6094,G-Cloud,3,GOVTECH SOLUTIONS LTD,London Borough of Harrow Council,2014-01-01,webCAPTURE Service Fees,56236.5,Local Government,SME
6095,G-Cloud,3,GOVTECH SOLUTIONS LTD,London Borough of Harrow Council,2014-01-01,webCAPTURE Service Fees,56236.5,Local Government,SME
6096,G-Cloud,3,Informed Solutions,Cabinet Office,2014-01-01,WMP,15750,Central Government,SME
6097,G-Cloud,3,Zendesk,Cabinet Office,2014-01-01,Zendesk Enterprise Plan Monthly fee-04/02/2014-03/03/2014,12142,Central Government,Large
6098,G-Cloud,3,Zendesk,Cabinet Office,2014-01-01,Zendesk Professional Services ,910.65,Central Government,Large
6099,G-Cloud,4,Steria Ltd,Home Office,2014-01-01,Services Management Consultancy December 2013,-98454.16,Central Government,Large
6100,G-Cloud,4,Alpine Resourcing Limited,Home Office,2014-01-01,Consultant - 125 days - 10th - 31st December 2013,11000,Central Government,SME
6101,G-Cloud,4,FORDWAY SOLUTIONS LTD,Skills Funding Agency,2014-01-01,3.G2.118.007,18900,Central Government,SME
6102,G-Cloud,4,Certus Solutions (UK) LLP,Ministry of Justice,2014-01-01,4.G4.0535.203 / Systems Integration as a Service for Oracle E-Business Suite ,100000,Central Government,SME
6103,G-Cloud,4,Certus Solutions (UK) LLP,Ministry of Justice,2014-01-01,4.G4.0535.203 / Systems Integration as a Service for Oracle E-Business Suite ,46487.5,Central Government,SME
6104,G-Cloud,4,Certus Solutions (UK) LLP,Ministry of Justice,2014-01-01,4.G4.0535.203 / Systems Integration as a Service for Oracle E-Business Suite ,0,Central Government,SME
6105,G-Cloud,4,Certus Solutions (UK) LLP,Ministry of Justice,2014-01-01,4.G4.0535.203 / Systems Integration as a Service for Oracle E-Business Suite ,100000,Central Government,SME
6106,G-Cloud,4,Dimension Data Communications UK Ltd,Maritime and Coastguard Agency,2014-01-01,Aberdeen Data Centre Support Services 13/03/14 - 12/06/14,8070.2,Central Government,SME
